dstport,protocol,tag
425,GRE,sv_34
65,IRTP,sv_15
955,DCN-MEAS,sv_13
587,,sv_5
564,ENCAP,sv_75
57,ST,sv_21
1001,NETBLT,sv_92
801,IGMP,sv_20
485,DCCP,sv_68
593,DDP,sv_97
470,ARGUS (deprecated),sv_26
577,SKIP,sv_65
696,STP,sv_66
908,IDPR,sv_47
1011,Ethernet,sv_80
921,SPS,sv_21
683,UTI,sv_18
338,MUX,sv_70
917,ARIS,sv_27
426,DCCP,sv_54
794,SECURE-VMTP,sv_58
747,IPv6-Route,sv_66
797,ARIS,sv_66
461,IPv6-NoNxt,sv_67
997,EIGRP,sv_71
848,SUN-ND,sv_5
579,SWIPE (deprecated),sv_97
596,,sv_25
757,FIRE,sv_82
509,BR-SAT-MON,sv_1
66,BNA,sv_65
267,SECURE-VMTP,sv_12
103,IPv6,sv_14
514,BBN-RCC-MON,sv_11
191,AX.25,sv_65
732,TCP,sv_37
416,IPPC,sv_68
454,IPIP,sv_74
864,MICP (deprecated),sv_43
167,IPTM,sv_23
473,EIGRP,sv_79
762,HOPOPT,sv_7
828,DGP,sv_54
246,IPCV,sv_90
1022,PGM,sv_86
976,L2TP,sv_84
943,,sv_84
277,RSVP-E2E-IGNORE,sv_76
448,ENCAP,sv_4
490,ISO-TP4,sv_64
934,BR-SAT-MON,sv_47
333,,sv_64
37,TCF,sv_48
613,SCTP,sv_11
958,DCN-MEAS,sv_87
133,MPLS-in-IP,sv_82
702,CHAOS,sv_66
886,CRTP,sv_51
681,RSVP-E2E-IGNORE,sv_78
635,BR-SAT-MON,sv_86
249,IATP,sv_78
72,GRE,sv_47
87,Mobility Header,sv_47
282,SECURE-VMTP,sv_35
915,EIGRP,sv_61
1000,SWIPE (deprecated),sv_16
961,HIP,sv_8
911,XTP,sv_92
64,WB-EXPAK,sv_9
172,EIGRP,sv_25
945,IPX-in-IP,sv_89
24,VMTP,sv_5
444,L2TP,sv_58
701,TLSP,sv_17
679,ROHC,sv_83
787,PVP,sv_43
821,LEAF-1,sv_95
930,ETHERIP,sv_41
531,Ethernet,sv_68
338,ROHC,sv_94
81,SWIPE (deprecated),sv_9
46,KRYPTOLAN,sv_72
365,,sv_83
419,ARGUS (deprecated),sv_63
529,CFTP,sv_85
809,VISA,sv_35
327,DSR,sv_87
951,CPNX,sv_23
226,WESP,sv_37
484,IRTP,sv_36
995,ROHC,sv_91
174,RVD,sv_83
40,ICMP,sv_16
939,A/N,sv_39
356,,sv_83
347,,sv_75
515,IPv6-Opts,sv_76
894,PTP,sv_90
614,Compaq-Peer,sv_11
136,ENCAP,sv_37
865,DDP,sv_59
988,PRM,sv_60
923,VINES,sv_19
684,EIGRP,sv_40
973,LEAF-1,sv_91
314,XNS-IDP,sv_9
214,LEAF-1,sv_61
735,LARP,sv_70
993,UDP,sv_73
283,DSR,sv_99
633,RVD,sv_66
861,AX.25,sv_20
563,BBN-RCC-MON,sv_15
745,OSPFIGP,sv_72
457,BR-SAT-MON,sv_53
230,UTI,sv_44
908,SM (deprecated),sv_15
248,TRUNK-2,sv_49
205,LEAF-1,sv_60
1014,CPNX,sv_99
912,SCC-SP,sv_8
297,TLSP,sv_48
633,IPv6-Route,sv_44
287,Sprite-RPC,sv_70
445,ESP,sv_49
964,OSPFIGP,sv_38
907,Sprite-RPC,sv_11
505,AGGFRAG,sv_63
452,IATP,sv_61
833,DGP,sv_18
942,PNNI,sv_24
925,IDPR,sv_8
743,SM (deprecated),sv_38
201,MICP (deprecated),sv_11
514,RSVP-E2E-IGNORE,sv_22
281,IPv6-Route,sv_6
370,PGM,sv_10
98,AX.25,sv_74
72,AH,sv_22
244,TRUNK-2,sv_57
328,Ethernet,sv_31
97,LEAF-1,sv_73
523,Shim6,sv_70
434,IPIP,sv_29
357,IPComp,sv_19
390,IGP,sv_70
358,KRYPTOLAN,sv_20
271,IPTM,sv_26
393,Reserved,sv_59
210,HMP,sv_71
502,A/N,sv_93
227,ARGUS (deprecated),sv_59
597,MFE-NSP,sv_68
66,PRM,sv_65
815,CHAOS,sv_29
204,TP++,sv_43
187,Sprite-RPC,sv_26
274,IGMP,sv_9
402,SCC-SP,sv_24
397,HIP,sv_53
111,Reserved,sv_45
327,,sv_42
932,SCC-SP,sv_81
151,IDPR-CMTP,sv_68
97,CRUDP,sv_94
165,RVD,sv_36
381,ARGUS (deprecated),sv_97
263,TP++,sv_92
72,ROHC,sv_66
402,IPv6,sv_6
90,BIT-EMU,sv_2
36,SCPS,sv_18
285,NVP-II,sv_34
556,VINES,sv_62
899,NARP,sv_69
526,SUN-ND,sv_84
345,ARGUS (deprecated),sv_35
990,SCTP,sv_75
307,SPS,sv_67
349,IPv6-Route,sv_16
199,CFTP,sv_65
1,IATP,sv_76
493,CRUDP,sv_94
854,,sv_27
349,IRTP,sv_34
297,IPComp,sv_79
773,Shim6,sv_25
903,IPIP,sv_88
994,CBT,sv_17
507,DCCP,sv_61
66,EIGRP,sv_54
750,ROHC,sv_42
925,DGP,sv_15
292,LARP,sv_27
475,Reserved,sv_80
911,Min-IPv4,sv_65
231,AH,sv_25
405,,sv_87
763,IPIP,sv_75
213,ROHC,sv_70
213,HIP,sv_36
811,OSPFIGP,sv_80
724,ESP,sv_68
395,Mobility Header,sv_61
964,ARGUS (deprecated),sv_89
978,SPS,sv_67
77,EIGRP,sv_31
575,MPLS-in-IP,sv_37
175,ISO-TP4,sv_34
490,TP++,sv_38
205,VMTP,sv_34
251,TCP,sv_47
824,MUX,sv_17
362,FIRE,sv_40
170,ST,sv_90
97,GGP,sv_81
725,Ethernet,sv_25
379,A/N,sv_72
249,STP,sv_2
731,MPLS-in-IP,sv_47
70,DDP,sv_59
623,Mobility Header,sv_71
732,SCPS,sv_67
240,SAT-EXPAK,sv_95
976,IPPC,sv_89
643,,sv_50
517,DSR,sv_49
258,SCPS,sv_6
81,ARIS,sv_82
461,CBT,sv_4
515,IRTP,sv_30
949,I-NLSP,sv_96
906,EMCON,sv_51
190,QNX,sv_73
148,XNS-IDP,sv_10
968,IPv6-ICMP,sv_91
757,MERIT-INP,sv_3
5,,sv_29
134,IATP,sv_38
813,IPv6-ICMP,sv_68
89,UDPLite,sv_55
387,A/N,sv_45
365,CBT,sv_87
511,PGM,sv_60
390,LARP,sv_60
864,FC,sv_35
40,SAT-MON,sv_85
836,IGP,sv_22
90,RSVP,sv_47
875,IPComp,sv_75
677,LEAF-1,sv_69
381,IPTM,sv_97
894,CFTP,sv_2
662,HMP,sv_16
736,SCC-SP,sv_72
814,Compaq-Peer,sv_90
739,CFTP,sv_31
713,PTP,sv_2
1010,PUP,sv_98
884,CRUDP,sv_75
1018,,sv_62
251,UDPLite,sv_1
674,GGP,sv_19
245,DDX,sv_19
951,ESP,sv_36
810,ISO-IP,sv_16
670,IPLT,sv_44
307,IFMP,sv_10
89,ENCAP,sv_89
468,,sv_81
78,ISO-IP,sv_15
273,IPv6-Route,sv_65
710,IPv6-Route,sv_39
423,TCF,sv_16
527,MPLS-in-IP,sv_68
963,CFTP,sv_1
350,MPLS-in-IP,sv_90
790,ARGUS (deprecated),sv_61
107,LEAF-1,sv_91
680,IRTP,sv_68
148,IPComp,sv_43
832,QNX,sv_96
618,IPTM,sv_31
430,L2TP,sv_55
919,ROHC,sv_81
384,ARIS,sv_17
600,BBN-RCC-MON,sv_13
616,WB-MON,sv_55
83,XNET,sv_64
928,XNET,sv_51
19,LEAF-2,sv_46
59,VINES,sv_70
76,ETHERIP,sv_67
358,WB-MON,sv_4
411,TCF,sv_76
662,CRTP,sv_83
598,NSFNET-IGP,sv_90
238,,sv_54
545,IPv6-NoNxt,sv_63
708,PTP,sv_35
911,NVP-II,sv_31
556,SM (deprecated),sv_7
492,IPX-in-IP,sv_38
666,SWIPE (deprecated),sv_58
352,TRUNK-1,sv_40
313,IPCV,sv_74
742,LARP,sv_96
338,MPLS-in-IP,sv_13
635,UDPLite,sv_7
96,IPv6-Frag,sv_97
206,,sv_21
962,L2TP,sv_10
801,HIP,sv_49
538,TCP,sv_19
493,WB-EXPAK,sv_37
600,UDP,sv_42
1022,SPS,sv_99
305,TRUNK-2,sv_79
746,IPv6-Frag,sv_1
1018,Shim6,sv_60
923,GRE,sv_94
121,3PC,sv_56
330,CRTP,sv_55
452,PNNI,sv_80
76,ISO-TP4,sv_59
491,CPHB,sv_18
204,AGGFRAG,sv_56
250,SRP,sv_62
301,PRM,sv_22
165,Ethernet,sv_93
1009,SRP,sv_69
915,CRTP,sv_31
451,,sv_88
612,OSPFIGP,sv_39
395,SKIP,sv_28
295,WB-MON,sv_42
371,XNET,sv_91
249,IPv6,sv_97
965,ISO-IP,sv_64
330,STP,sv_28
976,Min-IPv4,sv_41
517,manet,sv_9
394,PVP,sv_85
264,ESP,sv_5
721,Shim6,sv_81
713,MFE-NSP,sv_69
646,,sv_43
921,MPLS-in-IP,sv_74
97,PUP,sv_38
908,DSR,sv_39
378,CPNX,sv_28
60,XNET,sv_34
612,PVP,sv_51
899,GGP,sv_65
419,HOPOPT,sv_82
203,BIT-EMU,sv_81
1017,IDRP,sv_34
166,IPv6-Route,sv_10
648,EGP,sv_72
900,PUP,sv_14
871,DCN-MEAS,sv_74
305,PUP,sv_44
146,3PC,sv_80
465,VINES,sv_32
95,Reserved,sv_62
855,manet,sv_17
401,IPv6,sv_85
499,Homa,sv_54
994,NSH,sv_57
808,IPv4,sv_47
85,DCCP,sv_83
769,UTI,sv_44
302,,sv_69
901,IPLT,sv_84
232,PGM,sv_72
895,IFMP,sv_83
399,XTP,sv_44
476,HMP,sv_97
363,DDX,sv_6
701,PIPE,sv_26
310,MTP,sv_73
421,ICMP,sv_29
711,IPv6-ICMP,sv_3
471,IGP,sv_53
388,SCTP,sv_57
79,STP,sv_58
423,,sv_92
976,SUN-ND,sv_85
328,,sv_73
597,DCN-MEAS,sv_11
987,ST,sv_93
928,IFMP,sv_55
432,manet,sv_28
331,MFE-NSP,sv_2
40,Sprite-RPC,sv_69
870,VISA,sv_55
591,MUX,sv_39
937,VISA,sv_33
62,RSVP-E2E-IGNORE,sv_76
711,LARP,sv_87
107,IPv4,sv_69
167,DDX,sv_1
740,FC,sv_60
334,Mobility Header,sv_89
273,XNS-IDP,sv_44
358,ST,sv_97
348,CFTP,sv_48
834,VINES,sv_33
784,SDRP,sv_1
176,IDPR,sv_67
502,CPHB,sv_30
336,IFMP,sv_66
668,CPNX,sv_10
30,SWIPE (deprecated),sv_5
574,,sv_23
366,SWIPE (deprecated),sv_40
876,LEAF-2,sv_48
735,CRTP,sv_68
472,MUX,sv_36
147,,sv_47
971,PUP,sv_54
826,SM (deprecated),sv_30
344,IPTM,sv_7
208,RSVP-E2E-IGNORE,sv_44
625,BBN-RCC-MON,sv_51
721,TRUNK-1,sv_75
601,PVP,sv_45
918,MFE-NSP,sv_89
802,Min-IPv4,sv_2
600,Ethernet,sv_68
540,UDPLite,sv_82
733,HOPOPT,sv_85
792,Min-IPv4,sv_83
253,TRUNK-2,sv_70
565,SAT-MON,sv_56
261,IGMP,sv_5
502,XNET,sv_30
156,DCN-MEAS,sv_86
652,RSVP,sv_46
313,IGP,sv_10
257,ESP,sv_92
920,3PC,sv_26
45,CHAOS,sv_90
366,CRTP,sv_16
245,NSH,sv_77
958,IPv6-Opts,sv_19
262,MPLS-in-IP,sv_66
106,Compaq-Peer,sv_70
818,IPv6-NoNxt,sv_45
559,ARGUS (deprecated),sv_49
571,IPComp,sv_48
776,SAT-MON,sv_68
245,STP,sv_70
518,ARIS,sv_51
855,GMTP,sv_47
24,ISO-IP,sv_16
568,Min-IPv4,sv_34
122,TCF,sv_9
902,PIPE,sv_71
637,HMP,sv_50
578,NSH,sv_54
103,IPLT,sv_30
677,SMP,sv_16
106,GRE,sv_70
945,SECURE-VMTP,sv_62
103,NETBLT,sv_57
878,WB-MON,sv_48
691,IL,sv_47
731,HIP,sv_15
595,ETHERIP,sv_70
715,SCC-SP,sv_7
684,,sv_12
842,ARGUS (deprecated),sv_97
68,XNET,sv_68
919,SCTP,sv_87
477,TRUNK-2,sv_21
690,I-NLSP,sv_30
648,NSH,sv_60
165,DCCP,sv_58
664,Homa,sv_73
394,WB-EXPAK,sv_72
418,,sv_38
824,DCCP,sv_71
108,BNA,sv_63
822,IFMP,sv_7
773,I-NLSP,sv_67
241,TCF,sv_39
772,TRUNK-1,sv_40
248,IPv6-Frag,sv_29
607,OSPFIGP,sv_38
439,CBT,sv_81
575,UTI,sv_50
42,RDP,sv_85
480,IPCV,sv_32
823,Ethernet,sv_89
557,EGP,sv_32
635,VINES,sv_15
727,CFTP,sv_80
556,Ethernet,sv_49
940,TRUNK-2,sv_86
812,HIP,sv_35
375,NVP-II,sv_99
297,HOPOPT,sv_94
423,SCTP,sv_89
130,SRP,sv_26
465,FIRE,sv_80
365,IFMP,sv_31
527,ESP,sv_22
791,L2TP,sv_43
135,manet,sv_40
87,EMCON,sv_86
132,ISO-IP,sv_46
809,IPv6,sv_94
512,BIT-EMU,sv_30
713,SAT-EXPAK,sv_82
686,MUX,sv_10
492,RSVP-E2E-IGNORE,sv_73
881,NSH,sv_8
959,MFE-NSP,sv_14
571,PIPE,sv_38
826,SCC-SP,sv_53
640,SDRP,sv_37
515,DGP,sv_49
112,CHAOS,sv_77
796,IPv6-ICMP,sv_89
609,,sv_26
145,CPNX,sv_32
978,AH,sv_49
459,SCTP,sv_33
380,NARP,sv_90
207,DDP,sv_80
872,IPv4,sv_79
782,IPTM,sv_47
32,Reserved,sv_95
555,ROHC,sv_15
577,MERIT-INP,sv_85
179,IPv6,sv_57
102,VRRP,sv_95
352,MPLS-in-IP,sv_55
695,TLSP,sv_26
874,ESP,sv_31
163,IPCV,sv_13
469,SCPS,sv_5
621,MPLS-in-IP,sv_52
340,I-NLSP,sv_74
96,IGMP,sv_66
757,RSVP-E2E-IGNORE,sv_38
52,TRUNK-2,sv_61
960,SKIP,sv_19
668,BIT-EMU,sv_95
582,Ethernet,sv_42
631,PVP,sv_44
909,TP++,sv_51
748,IPLT,sv_47
512,DDP,sv_2
758,RVD,sv_22
1002,WSN,sv_17
784,IPv6,sv_55
302,3PC,sv_29
888,DDX,sv_45
920,NVP-II,sv_45
70,TCP,sv_43
238,FC,sv_90
244,AH,sv_40
305,Homa,sv_61
97,IPv6-Route,sv_65
117,CFTP,sv_85
339,MFE-NSP,sv_80
592,PUP,sv_63
863,BR-SAT-MON,sv_16
281,TLSP,sv_89
141,PTP,sv_7
219,IRTP,sv_44
22,PIPE,sv_83
256,RDP,sv_62
862,CPHB,sv_70
534,SWIPE (deprecated),sv_23
527,IPIP,sv_66
878,WB-MON,sv_18
662,CRUDP,sv_53
674,SPS,sv_51
620,BNA,sv_55
622,RDP,sv_36
124,IDPR,sv_46
310,CBT,sv_16
337,BR-SAT-MON,sv_72
26,SMP,sv_72
1011,SPS,sv_92
780,CFTP,sv_5
647,XNET,sv_29
80,SAT-EXPAK,sv_94
85,RSVP,sv_98
640,IGMP,sv_6
290,IPv6-Route,sv_17
942,GRE,sv_11
710,HOPOPT,sv_86
226,,sv_98
567,A/N,sv_58
393,AGGFRAG,sv_59
169,Mobility Header,sv_17
845,SDRP,sv_42
433,IDPR-CMTP,sv_93
494,SCPS,sv_63
153,SMP,sv_79
912,ISO-IP,sv_49
260,WB-EXPAK,sv_32
826,IPLT,sv_27
355,PIM,sv_95
1,SMP,sv_23
658,BBN-RCC-MON,sv_95
164,MICP (deprecated),sv_74
659,ST,sv_13
266,IPPC,sv_32
454,Homa,sv_7
909,RVD,sv_90
808,RDP,sv_70
945,IPLT,sv_66
413,IL,sv_16
973,,sv_22
60,VISA,sv_29
815,RDP,sv_19
962,SM (deprecated),sv_68
676,EMCON,sv_22
400,XNS-IDP,sv_64
697,SAT-MON,sv_83
111,UTI,sv_18
386,CRTP,sv_77
113,Min-IPv4,sv_7
271,PIM,sv_40
1018,IPv6,sv_23
917,XNS-IDP,sv_6
753,MUX,sv_70
1009,IPLT,sv_8
922,SKIP,sv_12
86,CPNX,sv_71
646,Compaq-Peer,sv_53
265,GRE,sv_52
121,IDPR-CMTP,sv_64
633,PRM,sv_39
13,SNP,sv_7
411,I-NLSP,sv_47
681,ISO-IP,sv_95
738,BIT-EMU,sv_81
775,3PC,sv_43
510,IPv6-Frag,sv_93
31,NARP,sv_44
494,RSVP-E2E-IGNORE,sv_40
158,Homa,sv_79
635,ICMP,sv_99
897,HOPOPT,sv_80
750,NSFNET-IGP,sv_41
101,UDP,sv_81
524,MTP,sv_53
742,SAT-EXPAK,sv_75
691,SRP,sv_19
651,UDPLite,sv_2
53,ISIS over IPv4,sv_6
52,ISO-TP4,sv_40
585,3PC,sv_61
485,Shim6,sv_6
145,,sv_43
583,SDRP,sv_25
605,ISO-IP,sv_77
869,AX.25,sv_2
390,PVP,sv_83
485,SCTP,sv_97
209,,sv_88
725,PIPE,sv_40
698,IPTM,sv_41
526,IPTM,sv_81
259,SSCOPMCE,sv_72
397,NVP-II,sv_14
488,BNA,sv_42
352,CHAOS,sv_90
374,MFE-NSP,sv_15
283,XNET,sv_66
187,WB-EXPAK,sv_90
370,SCTP,sv_77
707,SCC-SP,sv_83
885,IL,sv_3
988,Compaq-Peer,sv_20
734,SPS,sv_2
335,SCC-SP,sv_22
364,PNNI,sv_11
390,I-NLSP,sv_86
756,ESP,sv_6
801,GRE,sv_1
271,IPComp,sv_53
817,LEAF-2,sv_66
809,GMTP,sv_43
436,IL,sv_38
952,ETHERIP,sv_45
4,,sv_65
740,IGP,sv_49
887,LARP,sv_71
964,I-NLSP,sv_35
799,PTP,sv_86
334,Ethernet,sv_6
152,XNET,sv_66
308,IPv6-ICMP,sv_93
10,UDP,sv_84
400,IATP,sv_29
514,MUX,sv_4
919,DCCP,sv_50
801,SCC-SP,sv_16
549,BBN-RCC-MON,sv_35
1018,Ethernet,sv_48
326,HIP,sv_31
387,ISO-IP,sv_63
994,NETBLT,sv_67
319,IATP,sv_62
65,FIRE,sv_25
793,TRUNK-1,sv_5
948,PTP,sv_16
906,SAT-EXPAK,sv_12
485,VISA,sv_85
840,FC,sv_94
925,,sv_15
1014,PNNI,sv_94
732,TCP,sv_31
880,SWIPE (deprecated),sv_70
355,MPLS-in-IP,sv_84
941,IGP,sv_39
918,BIT-EMU,sv_17
879,IFMP,sv_61
514,RDP,sv_14
130,BIT-EMU,sv_88
665,IPCV,sv_68
181,I-NLSP,sv_86
786,MTP,sv_52
765,DCCP,sv_84
476,SM (deprecated),sv_42
1019,IPv6-ICMP,sv_4
767,SNP,sv_29
971,CRUDP,sv_87
384,Compaq-Peer,sv_15
24,IPv6-NoNxt,sv_59
534,manet,sv_84
241,IPPC,sv_67
413,SKIP,sv_93
443,IDPR-CMTP,sv_14
903,MTP,sv_36
846,CPHB,sv_51
548,STP,sv_14
704,SAT-MON,sv_10
437,A/N,sv_52
451,MFE-NSP,sv_70
226,SECURE-VMTP,sv_13
555,Sprite-RPC,sv_69
681,DCCP,sv_64
708,VISA,sv_92
423,Shim6,sv_67
844,SPS,sv_64
48,VRRP,sv_5
961,GGP,sv_55
306,SKIP,sv_36
767,WB-MON,sv_10
761,Compaq-Peer,sv_49
28,DDP,sv_23
507,PRM,sv_80
929,ISO-IP,sv_68
958,TRUNK-2,sv_37
378,IPCV,sv_34
762,ISO-TP4,sv_6
851,3PC,sv_75
737,ISIS over IPv4,sv_26
189,Min-IPv4,sv_99
550,IGMP,sv_87
179,BR-SAT-MON,sv_86
362,IPComp,sv_14
767,SSCOPMCE,sv_16
168,RSVP-E2E-IGNORE,sv_7
643,Ethernet,sv_69
366,AH,sv_67
997,HIP,sv_58
1011,ROHC,sv_55
620,ETHERIP,sv_40
298,NVP-II,sv_37
142,DGP,sv_46
877,Compaq-Peer,sv_93
296,IDPR,sv_9
432,SCPS,sv_83
458,manet,sv_10
826,NETBLT,sv_51
756,WB-MON,sv_71
966,WSN,sv_67
414,,sv_58
751,IFMP,sv_29
400,PTP,sv_54
536,IPCV,sv_48
631,NETBLT,sv_29
499,IPCV,sv_84
790,QNX,sv_19
1004,CFTP,sv_60
667,PUP,sv_10
382,DCCP,sv_27
121,CHAOS,sv_50
234,Shim6,sv_43
787,EGP,sv_86
672,VINES,sv_92
977,UDP,sv_67
682,CBT,sv_78
421,XTP,sv_92
131,IPv6-Frag,sv_23
22,,sv_19
383,A/N,sv_75
34,TP++,sv_9
861,ARGUS (deprecated),sv_38
201,A/N,sv_9
667,IRTP,sv_4
488,SSCOPMCE,sv_32
862,VRRP,sv_90
55,WB-MON,sv_73
255,FC,sv_81
208,FIRE,sv_99
243,IGMP,sv_80
56,PVP,sv_47
694,TRUNK-2,sv_95
535,MICP (deprecated),sv_63
843,ESP,sv_85
197,SECURE-VMTP,sv_25
529,VMTP,sv_79
65,MTP,sv_35
476,IPv6-Opts,sv_47
791,MICP (deprecated),sv_85
434,EIGRP,sv_87
248,TCF,sv_10
627,GGP,sv_35
426,IPv6-ICMP,sv_40
446,GGP,sv_22
47,GMTP,sv_15
583,ISIS over IPv4,sv_25
903,ARIS,sv_73
884,UDP,sv_56
250,IPPC,sv_83
133,GGP,sv_94
957,MICP (deprecated),sv_74
319,VMTP,sv_47
311,WESP,sv_18
1008,ISO-TP4,sv_61
923,,sv_92
57,AGGFRAG,sv_66
1017,ISO-IP,sv_91
379,HMP,sv_18
370,SAT-EXPAK,sv_38
737,IDRP,sv_19
787,VRRP,sv_62
505,IPTM,sv_57
61,SKIP,sv_80
558,ARIS,sv_15
888,A/N,sv_33
597,A/N,sv_87
118,DDP,sv_97
305,AH,sv_56
896,VINES,sv_58
280,DCCP,sv_49
238,SCC-SP,sv_80
441,CRTP,sv_41
420,TCP,sv_76
980,IPIP,sv_49
485,IATP,sv_51
236,,sv_61
869,IPv6-Route,sv_71
318,LEAF-1,sv_73
14,IPv6-ICMP,sv_50
268,IPIP,sv_41
552,BR-SAT-MON,sv_35
909,TLSP,sv_88
763,TRUNK-2,sv_68
141,PUP,sv_85
60,,sv_38
700,IPv4,sv_52
220,DDX,sv_31
54,HMP,sv_74
485,NSFNET-IGP,sv_21
853,MERIT-INP,sv_62
878,CRTP,sv_88
833,Min-IPv4,sv_80
824,IPTM,sv_19
47,IPTM,sv_41
889,NSH,sv_90
753,HMP,sv_67
264,SCPS,sv_58
25,SNP,sv_98
179,MICP (deprecated),sv_98
913,SUN-ND,sv_8
942,Ethernet,sv_13
965,BNA,sv_86
254,PIM,sv_27
738,A/N,sv_80
288,UTI,sv_6
780,TRUNK-1,sv_88
298,SAT-MON,sv_64
831,IPComp,sv_98
309,RDP,sv_8
410,,sv_55
766,Mobility Header,sv_22
892,,sv_32
22,L2TP,sv_41
781,,sv_33
811,NSH,sv_64
413,IPComp,sv_61
812,IPv6-Opts,sv_75
514,SPS,sv_97
215,SCPS,sv_5
763,,sv_21
588,SKIP,sv_55
925,IPv6-ICMP,sv_26
724,IPTM,sv_78
15,,sv_61
14,TP++,sv_77
484,MPLS-in-IP,sv_86
460,Ethernet,sv_73
313,KRYPTOLAN,sv_3
946,SWIPE (deprecated),sv_84
303,FC,sv_51
291,SUN-ND,sv_46
336,IPTM,sv_18
506,VINES,sv_37
320,WB-MON,sv_70
413,AX.25,sv_19
984,LARP,sv_44
1013,VISA,sv_21
138,SCTP,sv_92
182,MPLS-in-IP,sv_78
914,,sv_54
751,SAT-EXPAK,sv_40
674,IPv6,sv_47
645,HOPOPT,sv_3
237,SDRP,sv_76
588,,sv_54
244,IPX-in-IP,sv_53
253,CPHB,sv_23
50,IPv6-Opts,sv_89
814,IPv6,sv_43
804,VINES,sv_57
54,ENCAP,sv_77
649,ISO-IP,sv_24
489,TRUNK-2,sv_60
577,IPIP,sv_96
771,ENCAP,sv_32
799,EMCON,sv_56
584,RVD,sv_58
539,LEAF-1,sv_29
13,BR-SAT-MON,sv_32
257,NETBLT,sv_42
428,PNNI,sv_97
339,AX.25,sv_3
866,DSR,sv_83
262,DDX,sv_14
1022,MERIT-INP,sv_15
112,HOPOPT,sv_42
598,TCF,sv_88
227,RDP,sv_88
431,SCPS,sv_16
529,NARP,sv_38
778,IDPR,sv_21
76,IPv6-Opts,sv_45
158,IPv6-Route,sv_38
453,Ethernet,sv_96
886,IL,sv_62
303,SCTP,sv_98
591,BBN-RCC-MON,sv_46
1021,SAT-MON,sv_10
282,Min-IPv4,sv_47
343,PVP,sv_10
386,IGMP,sv_41
624,NARP,sv_60
853,SAT-MON,sv_29
457,MICP (deprecated),sv_16
803,SAT-EXPAK,sv_84
112,SUN-ND,sv_87
641,PVP,sv_63
956,GGP,sv_41
186,TCF,sv_28
905,RVD,sv_49
450,TRUNK-1,sv_60
916,PVP,sv_31
792,CPHB,sv_92
465,FC,sv_71
512,,sv_51
233,FC,sv_93
148,SSCOPMCE,sv_36
753,LARP,sv_51
18,UDP,sv_79
229,TCP,sv_52
899,DCN-MEAS,sv_31
1010,STP,sv_47
126,NSFNET-IGP,sv_44
250,Mobility Header,sv_13
109,SCPS,sv_77
274,SM (deprecated),sv_66
271,IPPC,sv_87
254,,sv_57
374,SCPS,sv_91
1000,EMCON,sv_12
157,IPv6-Route,sv_44
432,XNET,sv_48
744,ARIS,sv_6
792,TCF,sv_20
123,IPComp,sv_89
980,Sprite-RPC,sv_35
67,TRUNK-2,sv_2
45,Compaq-Peer,sv_20
330,GMTP,sv_92
939,ST,sv_88
691,ISO-IP,sv_93
1003,I-NLSP,sv_44
579,ENCAP,sv_97
96,GGP,sv_65
422,STP,sv_89
758,SDRP,sv_69
774,HMP,sv_27
560,XNET,sv_19
596,CRUDP,sv_85
556,IPCV,sv_60
579,GMTP,sv_26
241,ESP,sv_11
84,IPComp,sv_86
183,,sv_95
966,MFE-NSP,sv_10
888,SAT-MON,sv_29
586,TRUNK-2,sv_39
97,TCF,sv_68
588,IPv6-Opts,sv_11
430,LEAF-2,sv_37
527,RVD,sv_97
399,CFTP,sv_36
930,Homa,sv_40
969,XNET,sv_26
129,PUP,sv_95
361,IDPR-CMTP,sv_32
294,,sv_17
632,AX.25,sv_68
486,CHAOS,sv_5
921,A/N,sv_9
52,FIRE,sv_53
781,AX.25,sv_60
818,PTP,sv_70
205,PRM,sv_79
317,UTI,sv_43
22,IFMP,sv_9
822,,sv_20
79,IPv6-Frag,sv_5
68,SWIPE (deprecated),sv_78
154,,sv_76
359,VRRP,sv_85
373,SCC-SP,sv_68
193,NSFNET-IGP,sv_50
187,TLSP,sv_7
440,VINES,sv_91
560,DDP,sv_49
682,WB-EXPAK,sv_93
727,LEAF-1,sv_45
549,PVP,sv_18
814,SUN-ND,sv_36
497,SAT-EXPAK,sv_53
351,IGMP,sv_32
653,IATP,sv_80
403,Reserved,sv_49
69,IPv6-NoNxt,sv_80
1008,NSFNET-IGP,sv_30
890,MICP (deprecated),sv_63
607,MUX,sv_17
29,RSVP,sv_92
348,A/N,sv_25
475,AX.25,sv_93
136,XNET,sv_74
853,MFE-NSP,sv_8
206,RSVP-E2E-IGNORE,sv_79
937,LARP,sv_20
855,Reserved,sv_33
396,VMTP,sv_51
818,manet,sv_81
632,SCC-SP,sv_33
390,MICP (deprecated),sv_50
474,I-NLSP,sv_99
444,CPNX,sv_99
78,I-NLSP,sv_84
615,CRTP,sv_39
124,BNA,sv_60
973,IPLT,sv_39
537,PGM,sv_90
937,SPS,sv_60
483,IPv6-Opts,sv_25
214,BNA,sv_9
1007,TRUNK-2,sv_59
463,SNP,sv_2
85,DDX,sv_91
140,SM (deprecated),sv_6
763,I-NLSP,sv_34
74,DGP,sv_55
142,VINES,sv_26
517,ARGUS (deprecated),sv_97
263,LEAF-2,sv_44
460,SAT-EXPAK,sv_81
884,MPLS-in-IP,sv_95
916,VINES,sv_97
535,GRE,sv_92
